Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Nicole,2021-05-23 17:14:00,00:15:50,,The Bold Type: Temporada 2: Nossa! (Episódio 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:18,00:41:18,BR (Brazil)
Nicole,2021-05-23 01:48:48,00:24:54,Autoplayed: user action: None; ,The Bold Type: Temporada 2: Nossa! (Episódio 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:25:28,Not latest view,BR (Brazil)
Nicole,2021-05-23 01:08:40,00:40:07,,The Bold Type: Temporada 2: O editorial (Episódio 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:40:41,00:40:41,BR (Brazil)
Nicole,2021-05-23 01:03:04,00:05:03,,The Bold Type: Temporada 2: Lentes cor-de-rosa (Episódio 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:40:54,00:40:54,BR (Brazil)
Nicole,2021-05-23 01:02:55,00:00:04,Autoplayed: user action: None; ,The Bold Type: Season 1_hook_03_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,Not latest view,BR (Brazil)
Nicole,2021-05-22 02:07:52,00:35:14,,The Bold Type: Temporada 2: Lentes cor-de-rosa (Episódio 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:35:51,Not latest view,BR (Brazil)
Nicole,2021-05-22 01:27:13,00:40:35,,The Bold Type: Temporada 2: Exército feminista (Episódio 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:24,00:41:24,BR (Brazil)
Nicole,2021-05-22 01:26:43,00:00:22,Autoplayed: user action: None; ,Temporada 2 (Trailer): Special,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:22,00:00:22,BR (Brazil)
Nicole,2021-05-21 02:56:09,00:00:08,Autoplayed: user action: None; ,The Bold Type: Temporada 2: Exército feminista (Episódio 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:01:16,Not latest view,BR (Brazil)
Nicole,2021-05-21 02:15:08,00:41:00,,The Bold Type: Temporada 1: Carregando pesos (Episódio 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:37,00:41:37,BR (Brazil)
Nicole,2021-05-21 01:32:45,00:40:51,,The Bold Type: Temporada 1: Antes do Tequila Sunrise (Episódio 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:40,00:41:40,BR (Brazil)
Nicole,2021-05-21 00:50:01,00:40:57,,The Bold Type: Temporada 1: O fim do começo (Episódio 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:40,00:41:40,BR (Brazil)
Nicole,2021-05-21 00:46:50,00:03:11,,The Bold Type: Temporada 1: Três garotas dentro da banheira (Episódio 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:37,00:41:37,BR (Brazil)
Nicole,2021-05-20 02:02:37,00:37:45,Autoplayed: user action: None; ,The Bold Type: Temporada 1: Três garotas dentro da banheira (Episódio 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:38:26,Not latest view,BR (Brazil)
Nicole,2021-05-20 01:16:13,00:41:02,,The Bold Type: Temporada 1: A edição do seio (Episódio 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:40,00:41:40,BR (Brazil)
Nicole,2021-05-20 01:01:01,00:15:11,,The Bold Type: Temporada 1: Nada de feminismo entre quatro paredes (Episódio 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:39,00:41:39,BR (Brazil)
Nicole,2021-05-19 02:08:37,00:25:56,,The Bold Type: Temporada 1: Nada de feminismo entre quatro paredes (Episódio 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:26:28,Not latest view,BR (Brazil)
Nicole,2021-05-19 01:27:36,00:41:00,,The Bold Type: Temporada 1: Se você não consegue fazer com sentimento (Episódio 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:36,00:41:36,BR (Brazil)
Nicole,2021-05-19 01:00:16,00:26:23,,The Bold Type: Temporada 1: A mulher por trás das roupas (Episódio 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:31,00:41:31,BR (Brazil)
Nicole,2021-05-18 01:39:24,00:27:35,,O Inocente: Minissérie: Episódio 5 (Episódio 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:27:56,00:27:56,BR (Brazil)
Nicole,2021-05-18 01:13:39,00:25:44,,O Inocente: Minissérie: Episódio 4 (Episódio 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:52:56,00:52:56,BR (Brazil)
Nicole,2021-05-18 00:55:27,00:14:20,Autoplayed: user action: None; ,The Bold Type: Temporada 1: A mulher por trás das roupas (Episódio 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:15:08,Not latest view,BR (Brazil)
Nicole,2021-05-17 23:40:04,00:40:53,,The Bold Type: Temporada 1: Não pode ser! (Episódio 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:41:24,00:41:24,BR (Brazil)
Nicole,2021-05-17 23:09:08,00:29:35,,The Bold Type: Temporada 1: Piloto (Episódio 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:45:22,00:45:22,BR (Brazil)
Nicole,2021-05-17 01:10:59,00:26:51,,O Inocente: Minissérie: Episódio 4 (Episódio 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:27:12,Not latest view,BR (Brazil)
Nicole,2021-05-16 23:52:08,00:52:59,,O Inocente: Minissérie: Episódio 3 (Episódio 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:52:59,00:52:59,BR (Brazil)
Nicole,2021-05-16 00:03:04,00:44:19,,O Inocente: Minissérie: Episódio 2 (Episódio 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:44:40,00:44:40,BR (Brazil)
Nicole,2021-05-15 23:13:03,00:46:01,,O Inocente: Minissérie: Episódio 1 (Episódio 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:46:01,00:46:01,BR (Brazil)
Nicole,2021-05-15 23:12:26,00:00:32,Autoplayed: user action: None; ,Temporada 1 (Trailer): Halston,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:32,00:00:32,BR (Brazil)
Nicole,2021-05-15 22:38:13,00:00:06,Autoplayed: user action: None; ,Season 1 Hook: Young Wallander,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:06,00:00:06,BR (Brazil)
Nicole,2021-05-15 22:37:05,00:00:10,Autoplayed: user action: None; ,Girl (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:11,00:00:11,BR (Brazil)
Nicole,2021-05-15 22:36:40,00:00:20,Autoplayed: user action: None; ,Perdi meu Corpo (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:20,00:00:20,BR (Brazil)
Nicole,2021-05-15 22:36:13,00:00:15,Autoplayed: user action: None; ,The Boy Next Door_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:15,Not latest view,BR (Brazil)
Nicole,2021-05-15 22:35:49,00:00:11,Autoplayed: user action: None; ,A Vida pela Notícia (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:11,00:00:11,BR (Brazil)
Nicole,2021-05-15 22:35:00,00:00:10,Autoplayed: user action: None; ,A Pequena Suíça (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:10,00:00:10,BR (Brazil)
Nicole,2021-05-15 22:34:38,00:00:11,Autoplayed: user action: None; ,Lo nunca visto_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:11,00:00:11,BR (Brazil)
Nicole,2021-05-15 22:34:20,00:00:08,Autoplayed: user action: None; ,Climax_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:08,00:00:08,BR (Brazil)
Nicole,2021-05-15 22:33:54,00:00:10,Autoplayed: user action: None; ,Sous Les Jupes Des Filles_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:10,00:00:10,BR (Brazil)
Nicole,2021-05-15 22:33:39,00:00:06,Autoplayed: user action: None; ,Temporada 1 (Trailer): Amor e Anarquia,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:06,00:00:06,BR (Brazil)
Nicole,2021-05-15 22:33:27,00:00:07,Autoplayed: user action: None; ,Gli Infedeli_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:07,Not latest view,BR (Brazil)
